,Altitude,Alt Unit,Datetime
1324,28.1,M,2024-09-09 02:27:20
1325,27.8,M,2024-09-09 02:27:21
1326,29.3,M,2024-09-09 02:27:22
1327,32.5,M,2024-09-09 02:27:23
1328,35.3,M,2024-09-09 02:27:24
1329,36.5,M,2024-09-09 02:27:25
1330,36.5,M,2024-09-09 02:27:26
1331,37.9,M,2024-09-09 02:27:27
1332,39.5,M,2024-09-09 02:27:28
1333,41.3,M,2024-09-09 02:27:29
1334,42.4,M,2024-09-09 02:27:30
1335,43.2,M,2024-09-09 02:27:31
1336,43.8,M,2024-09-09 02:27:32
1337,43.7,M,2024-09-09 02:27:33
1338,43.5,M,2024-09-09 02:27:34
1339,43.2,M,2024-09-09 02:27:35
1340,43.0,M,2024-09-09 02:27:36
1341,42.4,M,2024-09-09 02:27:37
1342,42.8,M,2024-09-09 02:27:38
1343,43.0,M,2024-09-09 02:27:39
1344,42.8,M,2024-09-09 02:27:40
1345,42.5,M,2024-09-09 02:27:41
1346,42.5,M,2024-09-09 02:27:42
1347,42.5,M,2024-09-09 02:27:43
1348,42.4,M,2024-09-09 02:27:44
1349,42.4,M,2024-09-09 02:27:45
1350,42.7,M,2024-09-09 02:27:46
1351,43.0,M,2024-09-09 02:27:47
1352,43.3,M,2024-09-09 02:27:48
1353,43.3,M,2024-09-09 02:27:49
1354,43.4,M,2024-09-09 02:27:50
1355,43.7,M,2024-09-09 02:27:51
1356,44.1,M,2024-09-09 02:27:52
1357,44.1,M,2024-09-09 02:27:53
1358,44.2,M,2024-09-09 02:27:54
1359,44.1,M,2024-09-09 02:27:55
1360,43.9,M,2024-09-09 02:27:56
1361,43.8,M,2024-09-09 02:27:57
1362,43.5,M,2024-09-09 02:27:58
1363,43.2,M,2024-09-09 02:27:59
1364,42.8,M,2024-09-09 02:28:00
1365,42.6,M,2024-09-09 02:28:01
1366,42.6,M,2024-09-09 02:28:02
1367,42.3,M,2024-09-09 02:28:03
1368,41.4,M,2024-09-09 02:28:04
1369,40.6,M,2024-09-09 02:28:05
1370,39.9,M,2024-09-09 02:28:06
1371,39.2,M,2024-09-09 02:28:07
1372,39.3,M,2024-09-09 02:28:08
1373,39.3,M,2024-09-09 02:28:09
1374,39.4,M,2024-09-09 02:28:10
1375,39.3,M,2024-09-09 02:28:11
1376,39.1,M,2024-09-09 02:28:12
1377,38.9,M,2024-09-09 02:28:13
1378,38.5,M,2024-09-09 02:28:14
1379,37.9,M,2024-09-09 02:28:15
1380,37.7,M,2024-09-09 02:28:16
1381,37.8,M,2024-09-09 02:28:17
1382,38.0,M,2024-09-09 02:28:18
1383,38.1,M,2024-09-09 02:28:19
1384,38.1,M,2024-09-09 02:28:20
1385,37.7,M,2024-09-09 02:28:21
1386,37.5,M,2024-09-09 02:28:22
1387,37.3,M,2024-09-09 02:28:23
1388,37.0,M,2024-09-09 02:28:24
1389,36.7,M,2024-09-09 02:28:25
1390,36.6,M,2024-09-09 02:28:26
1391,36.3,M,2024-09-09 02:28:27
1392,36.0,M,2024-09-09 02:28:28
1393,35.7,M,2024-09-09 02:28:29
1394,35.4,M,2024-09-09 02:28:30
1395,35.0,M,2024-09-09 02:28:31
1396,34.8,M,2024-09-09 02:28:32
1397,34.5,M,2024-09-09 02:28:33
1398,34.1,M,2024-09-09 02:28:34
1399,33.8,M,2024-09-09 02:28:35
1400,33.6,M,2024-09-09 02:28:36
1401,33.4,M,2024-09-09 02:28:37
1402,33.4,M,2024-09-09 02:28:38
1403,33.3,M,2024-09-09 02:28:39
1404,32.8,M,2024-09-09 02:28:40
1405,32.5,M,2024-09-09 02:28:41
1406,32.3,M,2024-09-09 02:28:42
1407,31.9,M,2024-09-09 02:28:43
1408,31.7,M,2024-09-09 02:28:44
1409,31.2,M,2024-09-09 02:28:45
1410,31.2,M,2024-09-09 02:28:46
1411,30.6,M,2024-09-09 02:28:47
1412,30.8,M,2024-09-09 02:28:48
1413,30.6,M,2024-09-09 02:28:49
1414,30.7,M,2024-09-09 02:28:50
1415,30.8,M,2024-09-09 02:28:51
1416,30.9,M,2024-09-09 02:28:52
1417,31.1,M,2024-09-09 02:28:53
1418,31.1,M,2024-09-09 02:28:54
1419,31.1,M,2024-09-09 02:28:55
1420,31.7,M,2024-09-09 02:28:56
1421,32.2,M,2024-09-09 02:28:57
1422,32.5,M,2024-09-09 02:28:58
1423,32.6,M,2024-09-09 02:28:59
1424,32.6,M,2024-09-09 02:29:00
1425,32.8,M,2024-09-09 02:29:01
1426,32.5,M,2024-09-09 02:29:02
1427,32.3,M,2024-09-09 02:29:03
1428,36.0,M,2024-09-09 02:29:04
1429,36.2,M,2024-09-09 02:29:05
1430,36.1,M,2024-09-09 02:29:06
1431,36.0,M,2024-09-09 02:29:07
1432,35.9,M,2024-09-09 02:29:08
1433,35.9,M,2024-09-09 02:29:09
1434,35.8,M,2024-09-09 02:29:10
1435,35.7,M,2024-09-09 02:29:11
1436,35.7,M,2024-09-09 02:29:12
